TeamID,StudentID,Activity,TaskLevel,Player,Board,EventDate,EventTime,EventTimestamp,TimeSpent,DataCode,DataDesc,Data01,Data02,Data03,Data04,Data05,Data06,ContextE,ContextR0,ContextR1,ContextR2,ContextR3,ContextGR1,ContextGR2,ContextGR3,ContextV1,ContextV2,ContextV3,ContextGV1,ContextGV2,ContextGV3,ContextConnected
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:37:51,1538498271786,1.817,3110,reconnected lead at [location],c14,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:37:58,1538498278739,6.953,3200,attached [probe] at [location],black,c20,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:00,1538498280871,2.132,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",2,Use the multimeter to measure voltage,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:00,1538498280871,0,4300,took [measurement] with [red probe] [black probe] [dial position] [result],voltage,c14,c20,dcv_20,- 1.7 2,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:00,1538498280875,0.004,3200,attached [probe] at [location],red,c14,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:02,1538498282869,1.994,7000,started tutorial step [number] with title '[title]',3,Change the mode on the multimeter,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297539,14.67,4300,took [measurement] with [red probe] [black probe] [dial position] [result],voltage,c14,c20,dcv_200,- 0 1.7,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297540,0.001,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297542,0.002,3300,changed DMM from [value] to [value],dcv_20,dcv_200,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297582,0.04,4300,took [measurement] with [red probe] [black probe] [dial position] [result],voltage,c14,c20,dcv_1000,h-,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297584,0.002,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297586,0.002,3300,changed DMM from [value] to [value],dcv_200,dcv_1000,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297635,0.049,4300,took [measurement] with [red probe] [black probe] [dial position] [result],ac_voltage,c14,c20,acv_750,h,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297638,0.003,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297640,0.002,3300,changed DMM from [value] to [value],dcv_1000,acv_750,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297684,0.044,4300,took [measurement] with [red probe] [black probe] [dial position] [result],ac_voltage,c14,c20,acv_200,"  0 1.2",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297686,0.002,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297687,0.001,3300,changed DMM from [value] to [value],acv_750,acv_200,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297742,0.055,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297743,0.001,3300,changed DMM from [value] to [value],acv_200,p_9v,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297982,0.239,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_200mc," 1     ",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297984,0.002,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:17,1538498297986,0.002,3300,changed DMM from [value] to [value],p_9v,dca_200mc,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:18,1538498298176,0.19,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:18,1538498298177,0.001,3300,changed DMM from [value] to [value],dca_200mc,p_9v,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:18,1538498298296,0.119,4300,took [measurement] with [red probe] [black probe] [dial position] [result],ac_voltage,c14,c20,acv_200,"  0 1.2",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:18,1538498298299,0.003,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",3,Change the mode on the multimeter,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:18,1538498298302,0.003,3300,changed DMM from [value] to [value],p_9v,acv_200,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299542,1.24,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299579,0.037,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299631,0.052,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299680,0.049,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299737,0.057,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:19,1538498299979,0.242,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300174,0.195,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300295,0.121,7000,started tutorial step [number] with title '[title]',4,View all the circuits,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300357,0.062,3300,changed DMM from [value] to [value],acv_200,p_9v,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300701,0.344,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_200mc," 1     ",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300704,0.003,3300,changed DMM from [value] to [value],p_9v,dca_200mc,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300934,0.23,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_2000mc," 1     ",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:20,1538498300937,0.003,3300,changed DMM from [value] to [value],dca_200mc,dca_2000mc,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302427,1.49,3300,changed DMM from [value] to [value],dca_2000mc,dca_20m,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302427,0,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_20m," 12.7 8",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302546,0.119,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_200m,"  1 2.8",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302555,0.009,3300,changed DMM from [value] to [value],dca_20m,dca_200m,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302556,0.001,3300,changed DMM from [value] to [value],dca_200m,c_10a,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302894,0.338,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_200m,"  1 2.8",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302897,0.003,3300,changed DMM from [value] to [value],c_10a,dca_200m,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302983,0.086,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_20m," 12.7 8",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:22,1538498302986,0.003,3300,changed DMM from [value] to [value],dca_200m,dca_20m,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:28,1538498308654,5.668,3500,opened zoom,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:38,1538498318535,9.881,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",4,View all the circuits,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:38,1538498318538,0.003,3510,closed zoom,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:40,1538498320467,1.929,7000,started tutorial step [number] with title '[title]',5,Use the calculator,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:44,1538498324072,3.605,3400,opened calculator,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:47,1538498327732,3.66,3410,closed calculator,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:49,1538498329594,1.862,3400,opened calculator,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:51,1538498331010,1.416,3450,clicked [button] to change calculator from [value] to [value],–,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:51,1538498331417,0.407,3450,clicked [button] to change calculator from [value] to [value],6,,6,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:52,1538498332043,0.626,3450,clicked [button] to change calculator from [value] to [value],–,6,6–,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:52,1538498332953,0.91,3450,clicked [button] to change calculator from [value] to [value],6,6–,6–6,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:55,1538498335430,2.477,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",5,Use the calculator,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:55,1538498335433,0.003,4400,performed [calculation] with [result],6-6,0,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:57,1538498337232,1.799,3410,closed calculator,,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:38:57,1538498337431,0.199,7000,started tutorial step [number] with title '[title]',6,Lift a lead,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,true
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:11,1538498351868,14.437,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",6,Lift a lead,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:11,1538498351871,0.003,3100,disconnected lead at [location],a20,,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:11,1538498351874,0.003,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_20m,"  0.0 0",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:13,1538498353858,1.984,7000,started tutorial step [number] with title '[title]',7,Send a chat message,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:19,1538498359923,6.065,7000,"completed tutorial step [number] with title '[title]', timed out is [timed out]",7,Send a chat message,false,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:19,1538498359926,0.003,7000,started tutorial step [number] with title '[title]',8,Have fun and play around!,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:19,1538498359930,0.004,5000,sent [chat] of [type],wassuh dudes,unselected,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370039,10.109,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_2000mc,"  0 0 0",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370042,0.003,3300,changed DMM from [value] to [value],dca_20m,dca_2000mc,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370092,0.05,3300,changed DMM from [value] to [value],dca_2000mc,dca_200mc,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370092,0,4300,took [measurement] with [red probe] [black probe] [dial position] [result],current,c14,c20,dca_200mc,"  0 0.0",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370164,0.072,3300,changed DMM from [value] to [value],dca_200mc,p_9v,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370197,0.033,3300,changed DMM from [value] to [value],p_9v,acv_200,,,,,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
Vegetables,181927,three-resistors-tutorial-no-pulldown,2,Lettuce,1,10/02/2018,12:39:30,1538498370197,0,4300,took [measurement] with [red probe] [black probe] [dial position] [result],ac_voltage,c14,c20,acv_200,"  0 0.0",,17,820,150,180,330,820,820,820,1.72,2.07,3.79,4.25,4.25,4.25,false
